uniprot	Xexp_1	Xexp_2	XNlim_1	XNlim_2	Aexp_1	Aexp_2	ANlim_1	ANlim_2	GexpUrea_1	GexpUrea_2	GNlimUrea_1	GNlimUrea_2
M7XX22	2.15E-07	2.87E-07	7.46E-08	6.83E-08	7.18E-08	1.15E-07	6.80E-08		1.47E-07		6.48E-08	6.14E-08
M7WWK0		4.70E-08		3.31E-08	4.80E-08	3.03E-08	1.40E-08	1.86E-08			2.93E-08	1.37E-08
M7XIV8	5.68E-08	6.68E-08	4.16E-08	3.83E-08	3.71E-08	4.38E-08	3.55E-08				4.10E-08	3.38E-08
M7X5C8	4.20E-08	5.26E-08	2.11E-08	2.65E-08	2.66E-08		2.18E-08	1.61E-08			2.45E-08	1.96E-08
M7WE21		2.62E-08		3.13E-08	4.28E-08	5.72E-08	2.67E-08	3.50E-08	7.81E-08			3.29E-08
M7XQ80	1.26E-07	9.99E-08		3.11E-08		1.01E-07					4.42E-08	3.50E-08
M7XRB9	1.85E-07	1.93E-07		8.41E-08	1.10E-07		6.07E-08	7.11E-08			1.16E-07	9.85E-08
M7WFW6				3.86E-08	4.43E-08	5.18E-08					3.57E-08	3.38E-08
M7WWZ0		3.83E-08		5.42E-09	1.94E-08	2.79E-08		2.02E-08			2.44E-08	1.98E-08
M7X188		1.15E-07		1.31E-07		3.42E-08		3.98E-08			9.46E-08	6.12E-08
M7WGT6		4.47E-08	1.92E-08	1.82E-08	3.91E-08	3.54E-08	2.76E-08	2.23E-08	3.96E-08	3.25E-08	9.53E-09	
M7XPF7		1.69E-07		8.44E-08	9.28E-08	8.80E-08	7.33E-08	7.94E-08			9.95E-08	7.64E-08
M7X1K6		2.20E-08	8.87E-09	8.93E-09		1.39E-08	1.00E-08	1.16E-08			1.78E-08	1.28E-08
M7WQF4	1.87E-08	3.52E-08		2.44E-08	8.34E-09	1.19E-08		1.18E-08			1.26E-08	1.09E-08
M7XWA3				3.28E-08		2.11E-08	3.71E-08					4.52E-08
M7WSM9	6.97E-08		3.54E-08			4.80E-08			1.00E-07	1.11E-07		
M7WQ05	1.45E-08	3.34E-08	1.10E-08	9.79E-09		1.79E-08	2.88E-09	4.50E-09	2.47E-08	2.92E-08	1.11E-08	
M7XS69			5.90E-08	6.40E-08	3.51E-08	2.59E-08	2.97E-08	3.07E-08	1.16E-07	1.13E-07	1.19E-07	1.02E-07
M7WMN0	2.74E-08	8.09E-08			1.63E-08	2.40E-08	1.33E-08	1.21E-08	3.30E-08	2.36E-08	2.12E-08	
M7WLH2		2.29E-08		1.02E-08	2.17E-08	2.22E-08	1.20E-08	1.41E-08		3.78E-08	5.53E-09	1.47E-08
M7Y0J9				7.63E-08		1.19E-07		6.98E-08			9.44E-08	7.75E-08
M7WPV3			3.67E-08			1.51E-07		5.27E-08		1.87E-07		
M7WCI7		8.25E-08		4.02E-07	3.50E-07	5.65E-07	3.46E-07	3.85E-07	7.15E-07	4.64E-07	2.59E-07	
M7WUI1			1.20E-07		1.18E-07	1.45E-07		1.12E-07				
M7XFB7					1.46E-07	9.20E-08		6.53E-08				3.80E-08
M7X4L0			2.86E-08			3.48E-08	2.23E-08	1.65E-08	7.05E-08	6.61E-08		
M7WNM0		2.22E-08			5.66E-08	4.73E-08	9.73E-09					1.04E-08
M7WMV8			6.14E-09	5.31E-09		1.03E-08		6.97E-09	1.62E-08	1.33E-08	5.97E-09	6.92E-09
M7XFH6	7.29E-08		1.05E-07			9.77E-08	5.05E-08		1.31E-07	1.35E-07		
M7XUI5	7.37E-08	8.06E-08		3.48E-08	6.87E-08		7.74E-08	6.88E-08			5.40E-08	4.80E-08
M7WQR8	2.59E-08	3.77E-08	1.24E-08	1.41E-08		3.10E-08	1.37E-08	1.42E-08	5.09E-08	4.10E-08	2.87E-08	1.37E-08
M7WKK0		4.09E-08	3.88E-08	5.34E-08	2.26E-08	3.69E-08					1.15E-07	7.92E-08
M7XQ86	1.93E-08	2.06E-08	8.28E-09	8.11E-09	1.30E-08	1.57E-08		1.02E-08	3.14E-08			1.10E-08
M7WXN2		1.68E-08	1.19E-08	1.99E-08	1.36E-08	1.56E-08		1.17E-08	2.40E-08	2.09E-08	1.80E-08	1.82E-08
M7WMA5	5.22E-08	4.54E-08	3.33E-08	2.03E-08	3.74E-08	3.06E-08	1.90E-08		5.96E-08	6.78E-08	2.93E-08	2.89E-08
M7WNF8					5.81E-09	8.83E-09						
M7XJ77	2.23E-08	1.58E-08		1.74E-08			9.59E-09	1.36E-08	4.04E-08	3.95E-08	6.87E-09	1.50E-08
M7X6U0		5.33E-09		3.11E-08	3.99E-10	2.60E-08	2.70E-08	3.34E-08			1.97E-08	2.13E-08
M7XMT8		3.36E-08		3.01E-08	2.17E-08		2.47E-08	2.35E-08			3.28E-08	1.92E-08
M7X485	1.04E-08		1.21E-08	5.05E-10	1.62E-08	1.71E-08	4.75E-09	9.61E-09	3.14E-08	3.12E-08	6.33E-09	8.02E-09
M7WWB6	3.81E-07	2.72E-07		1.17E-06	1.29E-06		3.88E-07		4.06E-07	4.99E-07		3.06E-07
M7XMI5	2.95E-08	2.28E-08	7.55E-09	1.08E-08	1.74E-08	1.81E-08	1.00E-08	7.45E-09	3.15E-08	4.04E-08	9.87E-09	7.34E-09
M7XHR0		5.26E-08			5.03E-08	5.36E-08	4.00E-08	3.49E-08				2.33E-08
M7X8Z1	6.37E-09		1.10E-08	4.85E-09	2.23E-08	1.41E-08	7.09E-09	6.76E-09	2.11E-08	2.92E-08	6.61E-09	5.41E-09
M7XFJ3		1.80E-08		2.96E-08	6.18E-08	4.51E-08	2.07E-08	2.87E-08			5.85E-09	3.20E-08
M7WSA2	8.97E-08					7.26E-08	4.29E-08	6.59E-08	2.26E-07	1.84E-07		
M7WN98				3.27E-08	1.37E-07						5.06E-08	4.42E-08
M7WZG8			1.87E-08	1.60E-08	7.65E-08	4.84E-08						1.17E-08
M7X647		6.01E-08	5.01E-08	2.85E-08	6.40E-08	8.68E-08	4.88E-08					
M7WW35	1.08E-08	1.32E-08	6.48E-09	8.69E-09	1.55E-08	4.50E-09					9.69E-09	8.73E-09
M7X3I8				1.75E-08	2.19E-08	3.49E-08		1.52E-08	7.53E-08		2.32E-08	1.46E-08
M7X589	1.15E-07		5.52E-08			9.40E-08	5.11E-08	6.40E-08			5.94E-08	4.56E-08
M7XET9				3.14E-08	2.23E-08	1.73E-08		1.73E-08			1.95E-08	1.63E-08
M7XG21				3.51E-08				1.79E-08			4.58E-08	5.21E-08
M7XDK3		6.81E-09		2.28E-08			7.66E-08	1.18E-08			2.33E-08	2.29E-08
M7Y0B9		4.05E-08		1.21E-08		1.71E-08		1.11E-08			1.59E-08	9.35E-09
M7XQY9	1.73E-08	1.59E-08	1.31E-08	6.75E-09			5.76E-09	1.08E-08		2.56E-08	9.81E-09	1.24E-08
M7X5W7				4.60E-08	1.42E-07	1.15E-07	6.22E-08				9.66E-08	8.04E-08
M7WJR6				1.31E-08	1.56E-08	1.40E-08		1.26E-08	2.82E-08		1.38E-08	1.33E-08
M7WW54		7.23E-08		1.24E-08	4.26E-08	5.49E-08	2.90E-08	2.35E-08	1.12E-07		5.95E-08	3.83E-08
M7WIN1	3.54E-08	3.84E-08		5.80E-09	2.09E-08		1.12E-08	1.63E-08	2.82E-08	1.75E-08		
M7WKY2		8.64E-08		2.46E-08	4.13E-08		2.66E-08				3.50E-08	
M7X5P8	9.95E-08	9.76E-08	3.47E-08	3.13E-08	6.51E-08	6.35E-08	3.42E-08	2.88E-08	7.52E-08	9.62E-08	3.52E-08	2.38E-08
M7X3S3			1.23E-08			3.09E-08	1.74E-08	1.19E-08	2.90E-08			
M7WT57			2.33E-08	7.80E-09		3.09E-08		1.84E-08	5.17E-08	5.41E-08		1.60E-08
M7WRU1		2.17E-08		2.17E-08	2.53E-08		1.78E-08		7.66E-08	6.58E-08	2.17E-08	2.35E-08
M7WWM6		1.03E-07		5.21E-08	1.43E-07		6.06E-08	7.90E-08			2.07E-08	5.10E-08
M7XX27				1.73E-08	2.94E-08	4.09E-08			5.58E-08	6.09E-08	2.15E-08	1.71E-08
M7X435	1.60E-07	9.69E-08	5.78E-08	4.17E-08		1.05E-07	9.41E-08	6.36E-08	1.27E-07	1.11E-07	4.41E-08	3.69E-08
M7XK35			1.82E-08	1.24E-08		2.15E-08	1.27E-08	1.90E-08	2.39E-08		1.90E-08	
M7WR03				2.73E-08	4.96E-08		2.38E-08	3.65E-08				3.31E-08
M7XBK3	9.82E-08	8.23E-08	4.66E-08	4.50E-08	8.82E-08	5.54E-08	6.50E-08	4.85E-08	1.05E-07	7.99E-08		3.58E-08
M7WXF5	1.14E-07	8.91E-08		3.05E-08	6.19E-08	6.46E-08	6.04E-08	5.71E-08	1.29E-07	1.12E-07	3.95E-08	4.21E-08
M7WYW9		5.45E-08		4.61E-08	3.84E-08	4.41E-08	4.13E-08	2.65E-08	5.01E-08	6.68E-08		3.03E-08
M7XR48			5.02E-08	5.73E-08		4.49E-08	7.28E-08	6.81E-08	1.76E-07	1.46E-07		
M7XU63	8.96E-08	8.20E-08		3.79E-08	1.20E-07	1.51E-07	6.26E-08	5.49E-08	1.68E-07	2.00E-07	5.49E-08	7.17E-08
M7WK60	3.28E-08	3.71E-08		1.93E-08	2.13E-08	2.69E-08	1.84E-08	1.74E-08	6.51E-08	4.90E-08	1.38E-08	1.49E-08
M7X3W3							5.27E-09	6.83E-09				2.20E-09
M7X2P2				2.98E-09	5.51E-09	5.98E-09	3.39E-09		7.58E-09		2.57E-07	4.05E-07
M7X134			2.29E-08	2.00E-08							4.25E-08	
M7WK66	1.61E-07		1.51E-07	8.43E-08	1.09E-07	9.95E-08	8.79E-08				1.39E-07	
M7XA72		3.33E-08	1.06E-08	6.72E-09	1.10E-08	1.28E-08	1.17E-08	9.35E-09			1.07E-08	
M7X7S3				3.22E-08	5.17E-08	5.42E-08	3.27E-08	2.50E-08			5.12E-08	3.76E-08
M7XZS5		5.14E-08	1.57E-08	2.07E-08		1.38E-08	1.34E-08	1.06E-08			1.94E-08	1.49E-08
M7XMR4	1.28E-08	1.62E-08	1.35E-08	9.54E-09	1.92E-08	1.39E-08	1.50E-08	9.59E-09	2.37E-08		7.64E-09	7.68E-09
M7XK58	6.55E-08			2.72E-08	5.96E-08	6.73E-08	4.48E-08	4.48E-08	1.19E-07	9.94E-08	4.11E-08	3.88E-08
M7WES3	5.18E-08			6.18E-08	1.23E-07		4.22E-08		1.17E-07	1.32E-07	5.81E-08	4.36E-08
M7XCS9	2.61E-08	5.38E-08	1.79E-08			1.40E-08	7.91E-09	9.25E-09				1.20E-08
M7XXU1		2.77E-08				4.17E-08			2.47E-08	6.20E-08	2.89E-08	
M7WPU1		1.42E-08		6.93E-09		1.19E-08	1.35E-08	1.32E-08			2.61E-08	2.41E-08
M7XR30					1.14E-07	1.19E-07	9.29E-08	1.27E-07				
M7XVU3	1.88E-08	2.00E-08	5.96E-09	5.32E-09	6.53E-09	1.01E-08	4.17E-09	5.19E-09	4.22E-08	4.21E-08	6.20E-09	8.69E-09
M7X114				1.17E-08			1.66E-08	8.65E-09	3.87E-08			1.37E-08
M7WZ41		4.29E-08		2.52E-08	2.53E-08	3.77E-08	3.40E-08			4.61E-08		
M7WXV1		1.51E-07			9.36E-08	1.89E-07	1.16E-07	1.41E-07			1.90E-07	
M7XKC0		2.61E-08		1.96E-08	1.34E-08	1.94E-08	1.43E-08	1.51E-08			1.73E-08	1.54E-08
M7X1J3	3.15E-08	2.33E-08		1.71E-08	1.99E-08	2.37E-08	2.81E-08	2.71E-08	6.20E-08	6.11E-08	3.68E-08	3.19E-08
M7WWI5		4.27E-08	1.89E-08	1.40E-08	4.82E-08	5.82E-08	3.41E-08					1.14E-08
M7WK79		5.66E-08	2.28E-08	2.73E-08	3.29E-08		2.42E-08	4.68E-09		5.90E-08	2.58E-08	2.08E-08
M7XLN3			2.28E-08	1.46E-08	4.73E-08	7.70E-08		5.32E-08	8.28E-08	5.50E-08		1.42E-08
M7WJG2	3.35E-08	3.65E-08		2.62E-08	2.08E-08	2.38E-08	1.92E-08	1.67E-08	3.40E-08	3.16E-08	2.25E-08	2.10E-08
M7X7N7		1.22E-08		5.64E-09	5.97E-09	1.16E-08	3.86E-09	6.08E-09			5.45E-09	
M7XLR9	3.10E-08	2.58E-08	2.70E-08	1.36E-08	2.53E-08		1.29E-08	9.99E-09		3.77E-08		
M7X8K9	4.06E-08	2.33E-08		5.34E-09	3.81E-09							1.24E-09
M7WEG2		1.16E-07		4.74E-08	1.10E-07		5.83E-08	4.68E-08			4.54E-08	9.15E-08
M7XYB4	1.55E-08	1.68E-08		1.53E-08	2.24E-08	2.58E-08	1.60E-08	1.16E-08	3.71E-08	3.13E-08	1.83E-08	1.34E-08
M7XMG8				1.68E-07	1.81E-07	1.19E-07		8.20E-08			1.12E-07	8.41E-08
M7XXH0		1.56E-07			1.83E-07		7.87E-08				5.25E-08	4.40E-08
M7WUX3		2.16E-08	1.33E-08	1.02E-08	1.93E-08	1.46E-08	1.27E-08	1.33E-08	2.99E-08		1.14E-08	8.16E-09
M7XCW5					6.34E-08	2.14E-08	4.75E-08	1.59E-08				
M7XZW3		5.89E-08		2.70E-08	3.36E-08	4.44E-08	3.46E-08	3.15E-08			1.74E-08	3.20E-08
M7X9Z2	2.36E-08	1.89E-08	1.59E-08	4.96E-09	1.71E-08		8.38E-09	9.27E-09			1.93E-08	1.01E-08
M7X6P6	1.01E-08	1.22E-08			2.30E-08	1.60E-08	1.31E-08	1.01E-08	2.41E-08	3.17E-08		
M7WM55						1.04E-08		2.88E-09				
M7X0I1	3.99E-08	3.57E-08		1.45E-08	1.90E-08		1.47E-08	1.09E-08		7.65E-09	3.08E-08	1.59E-08
M7WCZ5		2.25E-08	2.04E-08	2.11E-08	2.11E-08	2.37E-08	1.94E-08	1.58E-08			3.06E-08	1.96E-08
M7XZ18	2.24E-08	2.49E-08	1.10E-08									
M7WQY0									1.33E-07	7.75E-08		
M7WKA8		1.44E-08	1.05E-08	6.29E-09		9.74E-09	4.75E-09	5.21E-09	1.38E-08	1.49E-08	9.68E-09	6.01E-09
M7X4H7						7.63E-08		9.84E-08			6.23E-08	4.66E-08
M7XDX2	3.18E-08	1.99E-08	2.83E-08		4.57E-08			3.04E-08	1.03E-07	1.29E-07	3.46E-08	
M7XI94					1.62E-08							1.32E-08
M7WRQ0		6.22E-08		1.92E-08	3.31E-08		2.43E-08	1.89E-08		3.29E-09	2.18E-08	1.32E-08
M7X6L5	3.67E-08	3.13E-08		1.08E-08	1.32E-08	1.86E-08		1.37E-08	2.31E-08		1.00E-08	1.13E-08
M7WXK5		3.98E-08			7.01E-08	7.33E-08		3.72E-08			3.77E-08	
M7XXX6	1.04E-08		7.19E-09	6.63E-09	6.80E-09	6.30E-09		5.99E-09	1.84E-08	2.14E-08	5.34E-09	5.53E-09
M7WUW2			1.83E-08				3.06E-07	1.11E-07		3.37E-08		
M7WV82						4.31E-08	2.21E-08	3.41E-08			1.34E-08	
M7X411						1.04E-08			2.27E-08	7.84E-09		
M7WDQ1		1.91E-08	7.72E-09	7.50E-09	1.40E-08	1.43E-08	1.28E-08	6.89E-09	2.76E-08	2.68E-08	9.33E-09	6.48E-09
M7WCT9	8.66E-08			2.38E-08	4.50E-08	5.68E-08	2.63E-08	4.39E-08	3.41E-08		1.29E-08	2.04E-08
M7WS18					1.78E-07							
M7XXN3	2.53E-08					4.50E-08	5.20E-08	6.79E-09	1.96E-07	1.69E-08		
M7XCX5				4.22E-10							4.68E-09	3.18E-09
M7WKJ2						6.62E-08		2.08E-08				
M7XXQ5	1.99E-08	1.85E-08		7.05E-09	8.69E-09	1.10E-08	8.54E-09	7.20E-09	1.91E-08	1.90E-08	4.81E-09	4.47E-09
M7XH01	9.27E-08		5.89E-08	7.91E-09			4.51E-08				6.63E-08	
M7XE69			5.20E-08	2.66E-08		1.77E-08		2.29E-08			2.26E-08	
M7Y0R1		8.78E-08	2.41E-07			1.77E-07	1.36E-07	1.31E-07	1.57E-07	1.29E-07		4.41E-07
M7WLV6		4.62E-08		1.73E-08	3.99E-08	4.00E-08	2.61E-08	2.09E-08				6.42E-08
M7XLM2		2.21E-08				1.16E-08	6.56E-09	7.01E-09	2.28E-08	2.55E-08	8.96E-09	
M7XAN3		1.63E-07		1.47E-07			1.17E-07	1.02E-07			1.22E-07	1.58E-07
M7X7A0				7.73E-09	1.22E-08	1.46E-08	7.10E-09	6.41E-09			6.78E-09	5.84E-09
M7X5Y2		6.76E-08	1.72E-07	1.88E-07	5.66E-08			3.65E-08			5.41E-08	
M7XN69	2.87E-08	3.68E-08		1.81E-08	2.78E-08		1.86E-08		3.34E-08	3.21E-08	1.05E-08	1.88E-08
M7X4J0		1.71E-08		2.13E-08		3.23E-08					2.08E-08	
M7WSU8		1.16E-07	4.82E-09	1.46E-08	1.57E-08	1.47E-08	7.50E-08				1.02E-08	1.08E-08
M7XJS2				2.28E-08	1.77E-08	2.97E-08	1.73E-08				3.85E-08	
M7WM36	1.79E-07	2.26E-07	1.95E-07	1.86E-07	1.99E-07	2.14E-07	1.47E-07	1.68E-07	4.78E-07	3.18E-07	5.57E-07	3.92E-07
M7WTP0			1.14E-08	4.37E-09		1.98E-08	2.09E-09	1.12E-08	3.13E-08	2.81E-08		8.66E-09
M7XSD9		3.88E-08		1.03E-08		1.63E-08	1.37E-08	1.41E-08			1.79E-08	
M7WXB2	2.50E-08						3.04E-08		1.98E-08			
M7WZZ2	2.31E-08	1.53E-08	1.40E-08	1.45E-08			1.72E-08		2.19E-08	2.44E-08		
M7WM64		4.99E-08			2.11E-08	2.17E-08	1.47E-08	1.34E-08				1.17E-08
M7XCH9	6.20E-08			2.85E-08	5.38E-08		1.99E-08	1.57E-08	7.39E-08	8.44E-08	3.03E-08	
M7WRP6		4.51E-08		1.90E-08	5.46E-08		3.34E-08	4.45E-08			1.90E-08	2.12E-08
M7WJX6		6.48E-08		4.93E-08	5.75E-08	6.16E-08	4.10E-08	3.61E-08			4.88E-08	4.67E-08
M7WK75	1.52E-08	1.20E-08	1.30E-08	1.37E-08	1.58E-08	2.29E-08	1.35E-08	1.47E-08			1.13E-08	8.24E-09
M7XER3		1.61E-08	1.13E-08	9.99E-09	1.25E-08		9.93E-09	8.27E-09	3.32E-08	2.98E-08		9.97E-09
M7WRQ9		2.97E-08			4.54E-08	6.08E-08	2.51E-08	2.58E-08			1.29E-08	1.22E-08
M7WMD2					5.69E-08	4.42E-08	3.74E-08	3.47E-08				3.59E-08
M7X5P1		8.90E-08		8.10E-08	9.40E-08	9.59E-08					1.23E-07	1.01E-07
M7X4T0	1.90E-08	2.51E-08			2.78E-08	2.40E-08	1.95E-08	1.64E-08			5.87E-09	4.53E-09
M7XK41				1.24E-08	8.59E-08			4.28E-08				
M7XKC6	2.35E-08		1.86E-08			2.18E-08		1.39E-08	3.18E-08	3.28E-08	1.30E-08	
M7WLJ2			6.63E-09	5.54E-09		6.58E-09		4.84E-09	1.11E-08	1.54E-08	6.99E-09	7.23E-09
M7WTW8	3.81E-08	5.49E-08	1.34E-08	1.88E-08	1.33E-08	1.86E-08	1.60E-08	1.06E-08	2.97E-08	2.05E-08		
M7XI76	4.34E-08	4.31E-08		1.75E-08	3.75E-08	2.58E-08			6.39E-08	5.08E-08	3.50E-08	2.98E-08
M7WKV6	5.10E-08		1.75E-08	1.72E-08	4.63E-08	5.95E-08	3.34E-08	3.41E-08	9.01E-08	8.61E-08	4.76E-08	2.33E-08
M7WST5		1.71E-08	1.13E-08	9.53E-09	1.10E-08	1.84E-08	8.90E-09		2.62E-08	2.34E-08		
M7XZ40		8.82E-08	2.18E-08	3.11E-08	5.47E-08	6.23E-08	4.35E-08		5.53E-08	5.57E-08		
M7X6Q4			2.09E-08	1.99E-08	2.65E-08	3.79E-08	1.88E-08	2.21E-08	4.88E-08	4.74E-08	2.59E-08	
M7WWU7	4.70E-09	1.27E-08	7.17E-09	7.18E-09			4.09E-09			7.17E-08	4.75E-09	4.26E-09
M7XLA5	1.87E-08	2.79E-08	2.18E-08	6.40E-09								1.00E-08
M7XGX9		4.34E-08		1.15E-08		6.49E-09	1.05E-08	1.14E-08			1.59E-08	1.90E-08
M7XIG5			1.69E-08	1.58E-08	3.39E-09	5.43E-09	1.02E-08	8.35E-09	4.27E-09	2.55E-09	1.90E-08	1.11E-08
M7XNI1		7.42E-08		5.14E-08	7.63E-08		4.32E-08	4.09E-08			3.00E-08	3.64E-08
M7WKA3	1.52E-08	1.13E-08		1.06E-08	1.18E-08	1.60E-08	8.62E-09	9.84E-09	1.79E-08	2.24E-08	9.11E-09	9.45E-09
M7WWP2				9.62E-09	3.43E-08	4.69E-08					4.13E-08	2.23E-08
M7WQV0	6.93E-08					5.74E-08	3.08E-08	2.60E-08		6.92E-08	3.34E-08	
M7XX75				7.70E-09		2.58E-08	1.40E-08				1.53E-08	2.01E-08
M7XZZ6	3.82E-08		1.40E-08	1.93E-08	3.19E-08	4.81E-08	3.34E-08	2.43E-08	7.53E-08			3.53E-08
M7X206		2.88E-08		2.37E-08	1.93E-08	1.82E-08	2.02E-08	1.47E-08			1.96E-08	2.14E-08
M7X2Y8								8.33E-09	6.05E-08	4.38E-08		
M7WLX8		1.69E-08			2.60E-08	2.89E-08	1.79E-08		4.16E-08			
M7XY96				3.66E-08	7.37E-08		8.83E-08					4.88E-08
M7X5E5	4.61E-08	4.87E-08		1.86E-08	2.19E-08	1.81E-08	2.50E-08	1.74E-08			1.95E-08	
M7WUI8		2.47E-08		1.10E-08	3.28E-08		1.41E-08					1.37E-08
M7XGT4	4.93E-08	4.52E-08			1.58E-08	2.08E-08	9.25E-09	9.65E-09			1.29E-08	1.03E-08
M7XJC5		3.67E-08	1.14E-08	9.08E-09		1.66E-08	1.06E-08		3.01E-08	3.14E-08		
M7WQC6				5.56E-09		7.80E-09		4.56E-09			8.49E-09	1.01E-08
M7XM99						6.07E-08		2.33E-08				
M7XF22				6.35E-08	1.07E-07				1.81E-07		5.61E-08	5.93E-08
M7X661		1.98E-08		4.28E-08	5.97E-08	6.55E-08	4.01E-08	3.64E-08	6.06E-08	6.37E-08	3.76E-08	3.07E-08
M7WXA0			3.35E-08	2.66E-08	2.22E-08	2.14E-08	1.80E-08	7.92E-09	3.20E-08	2.94E-08	2.67E-08	2.28E-08
M7XBB3				9.33E-08		1.08E-07					1.14E-07	9.60E-08
M7WNG6		1.21E-08		6.56E-09	1.03E-08	1.47E-08	8.40E-09	7.45E-09			6.98E-09	
M7WR72						2.02E-08		1.25E-08	3.25E-08	4.19E-08	7.48E-09	
M7X5X1		1.87E-08				3.32E-08	1.81E-08					
M7XFW5			1.09E-08			6.04E-09		9.52E-09	4.02E-08			
M7WMT8	2.42E-08	2.50E-08	1.63E-08	1.43E-08	2.19E-08		1.20E-08	6.83E-09	2.35E-08	2.85E-08		
M7XMC0		2.16E-08	2.09E-08	1.87E-08	2.91E-08	2.76E-08	1.64E-08	1.57E-08			1.85E-08	
M7WPE7			7.64E-08			2.09E-08						
M7XCN4	4.81E-08	2.59E-08	1.98E-08	1.82E-08	2.21E-08	1.72E-08	9.98E-09	8.25E-09			1.01E-08	7.22E-09
M7WDN7		6.19E-08		2.14E-08	1.65E-08	2.10E-08	1.44E-08	8.26E-09			2.34E-08	1.75E-08
M7X3L8			3.83E-08	4.44E-08	4.01E-08	3.68E-08		2.52E-08	8.11E-08		3.91E-08	4.07E-08
M7XGS0	2.14E-09	2.61E-09							5.11E-09	4.43E-09		
M7XP92				2.14E-08		4.99E-08		3.19E-08	5.37E-08		3.24E-08	3.75E-08
M7XRG9	1.65E-08	1.43E-08		5.10E-09	1.03E-08		6.48E-09				8.06E-09	7.26E-09
M7XPQ0		1.15E-08			2.46E-08	3.31E-08	1.35E-08	1.50E-08			1.36E-08	9.49E-09
M7XMN3		1.60E-08	6.81E-09	7.05E-09		3.95E-09	8.03E-09	6.08E-09				
M7X037		1.44E-08				2.00E-08	1.65E-08					
M7XIU8						1.91E-08		1.10E-08				
M7X7Q6		3.39E-08			3.34E-08		7.50E-09	9.59E-09				
M7WR98				2.18E-08	3.95E-08	2.89E-08					3.09E-08	3.02E-08
M7WZG0	3.56E-08		2.68E-08	5.55E-09		1.97E-08	1.88E-08	1.41E-08	3.88E-08	4.43E-08	2.19E-08	
M7XA42		5.09E-08	1.43E-08	1.35E-08	2.34E-08	2.24E-08		1.28E-08				1.60E-08
M7XK63				5.81E-08	6.87E-08	7.86E-08	5.89E-08	4.43E-08			4.59E-08	6.13E-08
M7X4H9	2.97E-08		7.18E-08	6.47E-08		9.87E-09	3.19E-08	6.61E-08			3.70E-08	4.80E-08
M7XMF4			1.19E-08	1.61E-08		1.88E-08	1.66E-08	1.24E-08	3.18E-08	3.05E-08	2.56E-08	
M7WKT2	2.61E-08			7.41E-09	1.37E-08						7.71E-09	6.46E-09
M7XAB5				3.93E-08	5.07E-08	5.45E-08		3.20E-08			3.01E-08	4.22E-08
M7XZE2				1.10E-08	2.78E-08		2.11E-08				1.07E-08	1.04E-08
M7X121				1.65E-08	3.22E-08	3.09E-08	2.52E-08				2.16E-08	1.82E-08
M7XJQ7	2.72E-08	2.24E-08	4.95E-08	3.99E-08		2.15E-08	2.25E-08	2.43E-08			4.76E-08	2.55E-08
M7XG27	6.06E-08	7.22E-08				1.95E-08	1.88E-08	1.09E-08	4.14E-08			
M7X1X8	1.08E-08	1.07E-08		4.92E-09	5.06E-09	5.72E-09	2.70E-09				5.83E-09	4.23E-09
M7XUM6	1.96E-08	1.87E-08				9.17E-09	9.74E-09	6.10E-09	1.84E-08	1.71E-08		
M7X4L8	2.94E-09	3.19E-09		3.50E-09		8.95E-09		4.03E-09			4.35E-09	3.69E-09
M7WRZ9	1.57E-08			1.24E-08		2.03E-08	7.62E-09		4.69E-08	4.02E-08	2.84E-08	6.66E-09
M7XQ43			5.76E-09	8.75E-09		8.28E-09	4.12E-09	7.24E-09	1.88E-08	1.47E-08	1.17E-08	
M7XJ86	8.37E-09	4.18E-08		9.76E-09		2.25E-08	1.15E-08	1.34E-08				
M7X611	3.27E-08	3.87E-08	3.45E-08	2.57E-08		2.63E-08	2.14E-09	1.10E-08				1.35E-08
M7XIJ4	1.13E-08		5.79E-09	5.29E-09	9.57E-09	8.37E-09	6.66E-09	4.99E-09	1.61E-08			
M7WN66				7.19E-09	1.53E-08	1.30E-08	8.43E-09	6.76E-09			7.90E-09	8.07E-09
M7WLQ3	1.58E-08	1.48E-08		9.56E-09	1.48E-08	1.43E-08	9.31E-09	9.65E-09	3.79E-08	4.02E-08		6.02E-09
M7WCR3				6.97E-09	1.79E-08	3.12E-08		1.72E-08	2.36E-08			
M7X3P9	1.19E-08	1.31E-08		3.08E-09								
M7X3Y4				3.11E-08		2.13E-08		1.84E-08				3.45E-08
M7WMS0		8.59E-08		4.30E-08	4.70E-08		3.47E-08	2.68E-08		3.68E-08	5.24E-08	
M7WIC0				2.16E-08	1.10E-07						2.51E-08	2.13E-08
M7WLT3	2.53E-08	2.47E-08		1.53E-08	1.55E-08		1.40E-08	1.06E-08	2.68E-08	2.69E-08	1.80E-08	1.26E-08
M7X440							3.86E-08	1.21E-08		2.95E-08		
M7WHJ6					8.92E-09	2.18E-08	1.47E-08	7.59E-09	2.33E-08	2.70E-08		
M7X146	1.12E-08	1.63E-08		5.56E-09	7.43E-09	1.31E-08	7.59E-09				5.83E-09	3.75E-09
M7XP29				1.11E-08		1.80E-08					7.02E-09	1.40E-08
M7WP91				1.49E-08	3.98E-08		2.20E-08				2.20E-08	1.89E-08
M7XXJ2		1.09E-07		3.83E-08			3.71E-08	4.68E-08				
